Info3	hippocampus	kidney	spleen	liver	striatum	cerebellum	cortex	all
Ero1l	5641.8014503188	1230.440032959	2504.4450683594	2446.257566511	5171.7997393718	4509.1887906856	6978.0696944435	5558.3544252046
Pfn4	153.9669931334	105.5999984741	150.5149993896	189.4841222865	199.6720874839	152.9782935092	191.4277351856	167.8308734297
LOC500713	2359.3184602823	1223.4599609375	1871.1649780274	1740.9910295919	1605.9856357525	3055.7627445604	2204.1505919081	2022.1452407515
null	399.2082453631	613.1650085449	499.120010376	184.3288789714	285.157181941	186.5967171156	382.7902722736	304.4076046182
RGD1309651_predicted	3832.9308200759	258.7350006104	905.9300231934	1182.5936937099	2065.7657107274	1337.2416711137	2184.7624150617	1992.8947308961
LOC499748	1310.2379928332	562.7449951172	798.7100219727	336.7164965502	891.1640067806	872.5106076968	1368.8994118085	1096.3173822166
null	558.5207080444	207.9850006104	233.6349945068	162.2807060772	442.286585548	306.4764902272	733.0583210772	468.750137036
Wbscr16_predicted	6175.2168680967	6478.6198730469	4016.7749023438	4365.6936240639	4453.9305604633	5302.3208247192	6475.857085889	5867.7834892539
Rkhd3_predicted	4944.7159627838	365.0999908447	1042.0299987793	265.6355601003	2171.321433985	988.035251542	3520.8585850765	2957.1840141577
null	166.1255495466	243.8700027466	771.0299911499	168.476059271	187.3163066249	209.2726902531	235.3770461753	194.445426137
Sirt3_predicted	73030.7712300675	18904.5048828125	9196.5251464844	41388.8270608843	46642.7129531672	47194.6793034594	57595.5734570218	52818.0690094895
LOC499443	11956.8509308888	6719.7399902344	29788.390625	9021.4326442335	7050.2809915909	10071.1736001632	9671.1440583207	10138.9034369431
LOC290219	35446.2999729772	66943.8125	156183.51171875	61068.7369581718	22736.089479579	29755.4931445963	35357.7909056629	36512.2576963192
null	18091.0103736433	499.6549835205	1836.3299560547	4729.5513162671	11232.8140501986	7823.2580137467	13291.1198935986	12258.675271405
Dpf3_predicted	989.991416265	262.9049987793	902.7050018311	359.3733425109	451.8350552943	3645.8060157194	359.9365648358	423.5740976229
RGD1307899_predicted	195.7720324904	99.655002594	129.8899993896	273.3054547774	213.4512840011	139.1811224776	179.818927584	178.4014712116
null	1239.7370862957	537.3900146484	1016.75	872.326585416	1409.0422054297	1403.8455829338	1388.858356776	1227.9851304105
LOC499312	246.8566629129	830.2299957275	253.1699981689	163.7932835755	836.6775980886	728.8959579182	408.8976193146	395.4095036297
null	582.9544512012	546.4699935913	173.435005188	351.5640184017	685.6704470944	661.4471942833	569.8862076082	553.5403724684
RGD1311564_predicted	1321.1966703087	774.9800109863	1189.1450195313	1589.1508624773	1603.3616439256	1420.4287818155	1873.1503057286	1520.8920932781
LOC499075	257.4307645382	357.9200057983	426.9850006104	424.0893352336	450.3645828105	231.1726586981	567.2206931148	399.6138776485
null	173.6259216631	231.3000030518	151.9199981689	201.3288496149	278.8693838785	230.8863714972	262.3701912499	237.6504162231
Olr595_predicted	212.0475835487	348.3200073242	532.504989624	301.2330057812	509.9369616488	400.539074753	434.7000118092	395.6844263523
null	257.9220406741	195.4699935913	180.2150039673	281.3917866914	178.7293761186	193.886800698	267.6929318066	210.400855462
Mdm4	1251.7822959995	553.049987793	1290	1146.8506402023	1056.8793372845	1232.7898897574	1324.7324848441	1155.1879962499
null	2872.6948615787	731.3699951172	356.4899978638	461.6672771177	2273.0807150363	1904.3670389565	2671.0149861999	2260.4659982025
null	346.2463341792	514.7150115967	196.0299987793	498.3464859786	671.2691033845	495.4140953232	741.0048416826	570.2213946217
LOC292413	146.639240741	77.2000007629	232.8899993896	204.4325817015	184.8667084217	176.008139537	170.4083631425	174.4059314413
LOC498621|LOC364556	269.9790883486	218.9199905396	158.3349990845	245.5601754416	312.5252893048	206.1704736847	246.0600315667	241.6548693832
RGD1310926_predicted	209.7254292122	342.4599914551	257.7399902344	112.6520038642	199.9480132269	241.4104867538	213.0519455498	219.6562018753
Tln	3710.0131462316	15110.33984375	60054.78515625	8515.7202798781	3278.1056077227	2492.5540824845	3146.7569521887	3484.4409368283
LOC311362	4207.0191969842	734.5700073242	1144.7850341797	1409.0740790025	3429.7180979719	4537.4748940335	3662.3498435642	3480.1497660299
RGD1310975	2793.8546198998	2802.5450439453	2494.2850341797	2640.2548121763	1914.6918383131	2294.2974116308	2816.7857719761	2636.6383960549
null	292.356168891	191.4000015259	289.1600036621	133.8201465276	155.3709394323	197.0626131498	182.9087253279	191.375620547
null	271.4964944058	276.4300003052	224.3199996948	274.7235038405	339.4285834403	228.8369174647	263.5098147802	270.3623528209
Creb3l4	174.7232139806	156.1549987793	115.7299957275	152.7138401958	251.5066515789	200.7274245073	231.6374702634	196.0297661505
LOC500553	336.1046557704	258.2000045776	204.0949935913	279.0744662228	485.2262088514	478.236134305	511.1830579725	439.2721941086
null	22287.2641145898	8990.8598632813	10786.6752929688	15426.4620141475	34318.2492706178	25512.3039791242	25014.9557935762	21713.9545125294
null	250.5204444404	329.6699981689	290.1799926758	127.6240730701	246.9107791323	196.2449804926	259.0638777767	243.3474065855
Ppl_predicted	2594.9671342774	6520.0998535156	1098.3249816895	1075.4696221965	408.70085508	385.2162373005	452.5359175011	516.085542382
Tinag	163.3044103868	28357.6240234375	195.9899978638	178.2021176606	171.7675703905	159.1167376814	190.7143268713	180.6971579308
Rnf39	4097.7200659438	960.2600097656	1192.7399902344	1551.4042878102	2357.3529488426	3437.4928856861	4607.4785623112	3842.964257113
Pcdhb16_predicted	759.2075957929	304.0199966431	144.0499992371	228.2162976605	906.6187809131	692.2912005872	792.1050452902	706.9719407447
null	246.0003114303	141.3999977112	175.2549972534	110.6828115245	138.3933385052	152.0905954409	197.8818850773	177.7488287694
LOC317214|LOC501601|LOC499328	6903.4234431369	5317.3598632813	2479.4249267578	6439.9499729041	2534.3137919608	4937.5166800572	7162.0738691826	6137.5157702387
Olr852_predicted	505.7613717812	296.7850036621	575.6499786377	433.6944085001	402.5069336073	675.3583107703	624.2812905512	557.4641883414
LOC305142	2061.6058697951	2732.7449951172	4809.4951171875	14385.3287000493	1895.915959095	2958.6302137054	2849.6122859698	2668.3923988789
RGD1359600	855.6833345386	790.875	448.1550140381	989.8506589851	603.7892837544	825.6965969293	1231.5737981743	974.7424449622
Aadac	126.3037475891	1259.7250061035	137.314994812	31291.5053894094	169.5332627015	143.7929558726	158.4900589416	151.5343319068
Gpr149	548.2158018686	246.5699996948	257.3049926758	250.7194209203	1522.0667094522	373.7007840716	319.5429058211	359.9343498797
Chit1_predicted	422.9609224702	300.5900115967	294.3800048828	428.8941106706	271.2301941825	289.7711251612	370.4213353248	339.2316221198
Dock9	35203.0279211698	8391.205078125	3656.6549072266	2391.9471011518	10922.0819295134	32261.032066102	24574.9941208733	23865.9733617489
null	153.6019762888	317.0399932861	494.0200195313	156.9843216864	285.2013757308	261.9931650171	236.0943322779	224.6926101525
Kb22	280.7187934874	241.9150009155	219.9449996948	309.8314711515	357.9923817494	400.0838278825	300.4020962595	290.4827812671
RGD1310264_predicted	17434.9998482711	8868.2548828125	10881.5703125	9231.3761217115	11951.8219524999	15283.4875033756	19205.9405718511	16495.6150301292
null	247.3183817461	169.6249961853	450.8950042725	165.2264130823	400.6785290791	299.6357555283	238.547664581	225.7185656595
Ifitm5_predicted	283.9978234669	271.6250076294	511.3549804688	316.8923485886	377.3637440542	368.8557887794	286.148806098	311.6854704037
Edf1_predicted	35816.0103582892	62733.515625	34471.345703125	31752.504887732	17721.593047435	29222.1884391672	41947.7105666862	36217.5654438813
null	332.5180301967	229.7099990845	300.6500091553	310.6566153945	396.0911554097	431.8212034381	453.4627082904	323.2398623946
Ppp1r1a	15651.9870572774	45032.40625	313.5100021362	150.4457927859	11445.8510171796	3334.0260320003	13922.0503119697	12372.3057842495
null	318.6031723091	229.7000045776	203.6150054932	130.147562796	206.2659934065	244.1014441189	238.6789670792	223.3065522098
null	186.9476922251	103.5750007629	134.6800041199	146.0443130355	135.6516700121	157.9941852885	194.4025669681	170.8755870516
Rgc32	22962.7992283906	12739.7551269531	10617.1049804688	205.8400780859	7400.4813788655	2724.4655031055	8698.1154462163	7577.8997180482
LOC299129	271.3043518231	184.0850028992	234.7150039673	219.7695251097	194.2454735272	243.3647347577	225.9024585073	221.9921566887
Mef2d	855.7309466621	388.1750030518	585.3899841309	840.4965377856	1050.7543797544	594.9420981484	807.1855197853	722.4372970285
Unc84a	44028.9903398227	20070.4599609375	16930.384765625	8036.7616988126	36327.6001225627	49686.3095245802	57866.3243183592	45030.1881364114
LOC498241|Cfh	376.2911050676	399.7449951172	320.109992981	46906.958346729	304.7714645628	190.4391023505	353.6847783467	335.1473173717
LOC361652	441.3103223788	196.3700027466	387.0899963379	269.2199908936	879.4426224201	562.5773494121	629.0339129396	533.5238566794
null	251.6840627208	260.4749984741	356.6249923706	191.4294269637	287.9845510481	307.4567866718	258.7725424279	253.6707497902
null	265.7292246475	183.3649978638	178.4149932861	207.6075373311	250.4377889381	278.4311521991	338.2811627374	284.2062161686
null	226.9816457013	134.8099975586	195.7250061035	188.474674819	317.5333021621	222.2400176555	226.3342790808	220.7139276543
RGD1306351_predicted	8339.0986523408	4430.3651123047	6852.2250976563	5272.1318774761	8477.4740370005	16688.3950752021	8936.0029214162	8402.6292473747
osr1	5779.8444236023	5881.1550292969	9202.7348632813	4391.8606115919	5660.9578455036	8980.1740743886	6021.1678031727	6140.0635285264
Cd68	1945.8067331249	1607.424987793	6440.5051269531	3713.0186463485	1248.970238443	1469.1129724694	1748.1850028775	1679.0493183979
null	167.9459034571	287.4000015259	104.6800041199	358.4864563595	231.2994113798	193.3920085547	215.7165324719	206.6309595693
Hnrpa1	71059.5137613063	18572.4545898437	78075.2734375	27521.4646143475	51054.9242976164	63277.0308770167	56009.1932514778	58041.7608164129
LOC501126	263.9992790036	144.5450057983	158.3099975586	157.0584420326	440.8890516393	195.2097768743	193.3906302849	200.5958684326
LOC312192	1329.1200495403	176.8650054932	215.2300033569	249.3764357936	2330.5233688199	681.3956116343	336.3521535849	427.5273733151
RGD1307418_predicted	315.5013160602	229.6949996948	268.4499893188	175.0551656365	258.0531431229	362.2258631906	314.8619132953	300.2195236373
LOC314393	5593.7277103947	2639.8699951172	2997.5949707031	3967.4629763801	5301.3481077345	6064.1626537666	5175.241765002	5114.6790915215
RGD1309138_predicted	1401.1695014135	1077.6750183106	1418.1899719238	1824.0598126048	456.8806197423	1040.1980257317	1374.7498269232	1284.280130936
null	312.4646315072	313.9400024414	267.4800033569	237.8574696581	380.1240244324	309.2639646478	387.7538722484	302.2698375754
null	85502.7085555528	3631.3900146484	6050.990234375	34410.9362398372	43827.7196716134	56017.7194085599	81357.9436088402	65709.7039364351
RGD1307890	4794.5315054707	3021.0950927734	4046.8549804688	2119.681253928	3875.9992191711	3931.1958612419	4319.174883757	4027.9439437552
Sh3rf2	299.3069502318	278.4000015259	181.9149932861	168.2501620338	2150.9221225032	328.4667336207	264.6286425864	266.2232556641
LOC361519	633.7381213434	478.3399963379	296.8799972534	282.7349087192	728.2054733692	1133.0197949512	738.9849722176	627.9616624811
null	314.8499882321	1020.674987793	573.075012207	731.7836018375	356.9411579313	311.5866620705	364.586836861	378.6133180218
Olr323_predicted	386.6440378769	304.6500091553	336.2400054932	287.564576872	328.0987686892	399.2302078386	376.3079308151	355.8496522107
null	249.3773276717	112.7249984741	176.5400009155	144.8260912806	241.7028975975	201.9662005237	202.5526912991	206.0977091182
LOC302711	799.7539120015	161.6149978638	369.5899887085	200.8823691886	892.6753765318	844.4391255924	868.2708008033	796.4016601546
RGD1306143_predicted	1568.8286085904	362.9750061035	1011.0200271607	1932.1438300092	1116.3628875697	1288.6901250412	1855.5810717479	1652.228932653
null	2454.323427646	2669.8299560547	3196.1800537109	2368.7858587707	2661.9046856195	3170.6070341028	2921.6394448728	2768.5300960139
null	2687.8623474154	545.2649993896	553.4049987793	217.1520311412	559.1598202678	253.7805072019	1144.7174424391	829.8538625723
null	360.4063112862	321.5650024414	1019.6800231934	224.6658997486	208.0073701877	165.0572572919	214.3395173543	220.1726137199
Runx3	991.5850195029	536.8349914551	1330.4899902344	816.7766274953	811.3393801092	924.425343697	998.941710449	892.8869534258
Hk2	413.5147834362	225.504989624	892.674987793	171.4253990707	415.7157845151	307.8678001289	313.3856927196	313.0113716936
LOC498136	8489.7816964993	228.5399932861	404.4099884033	155.6160728798	6034.6037039786	16589.6571667702	10618.8350007285	8751.9606022452
null	230.5971956558	863.5900268555	823.2400054932	323.7004493336	326.7428934117	246.1012318634	332.3101946247	287.8963497717
RGD1310066	2655.9400009011	1554.1049804688	1754.7899780274	2375.7655155773	1873.6090992752	3257.2631567878	4625.7362912157	3050.2205437756
RGD1310475_predicted	1905.8774240785	66010.0703125	1504.1400146484	59763.3558686863	982.078543461	1276.3043089539	826.9292466445	1170.4687976286
LOC287961	246.2645162946	165.0850067139	1241.625	174.7349647759	234.2664441546	235.5191165803	228.7111114305	236.0474567512
Mbnl1	7412.2545905118	3164.580078125	20459.615234375	5167.6549787541	6087.3927632761	7304.1021984782	6980.0558225652	6834.1245486193
Lenep	5167.798200487	4394.205078125	3228.7250976563	6729.9129360038	3787.777044867	3746.7837346294	4851.2949423095	4455.9438526953
null	731.3417792218	1532.3649902344	3553.2248535156	3516.0195402132	4981.7175023259	591.6569158338	675.6287855799	733.1730972562
LOC502694	2894.6083982904	217.2099990845	169.5899963379	215.0162401888	2580.5873313717	1567.7127652106	7113.8613894105	3892.2925036455
Abcb10	6068.9116392777	6440.2700195313	20761.9443359375	3984.2247514923	2088.9858641626	5140.9511393483	5539.1117414125	5292.3353102167
RGD1307096_predicted	5906.1266350017	7989.884765625	6467.1201171875	5343.0481463013	5537.624797035	5058.5664166508	6888.5370373298	6202.1178753166
LOC311191	43085.0393322455	8031.044921875	19196.6953125	5030.2449972431	33008.0220677232	61111.0894606382	50043.5945786569	46705.9158525095
LOC499162	6900.4255095502	160.2549972534	255.0899963379	272.4259399874	4436.2244035	2415.8389307562	6521.3196711242	5435.0988351383
LOC314979	4303.0607256767	765.1499938965	352.8400039673	1493.4209244387	8768.5225810723	3475.9101290765	5817.3159283309	4775.5066764648
abcb7	223.0357430019	564.0900115967	204.3649978638	654.6552043033	414.964162148	346.1495094926	209.602207334	242.0190350483
Iqsec3	54373.6779207583	327.3300094605	224.0550003052	159.2335428174	8853.3384513541	32963.3752149296	38241.0482402175	32630.3470970016
RGD1310893_predicted	1890.5316096823	1318.0200195313	1923.7349243164	2992.0344451662	1559.7082762968	1910.0560771824	2068.3221376309	1971.3011204927
Bbp_predicted	12186.1751300556	8489.8950195313	5109.9650878906	7884.6647408724	6834.0961249549	9392.4284600072	11949.7112516973	10010.1982805886
null	225.5505230325	289.2300033569	176.7549972534	254.4488013946	223.2050145051	235.1766622482	240.264670711	226.1993240227
LOC499940	279.3755027824	244.7400054932	667.0550231934	291.5988104868	293.7298328891	704.1599038814	309.0651606814	308.9181288971
Arhgef7	522.5898702525	176.1300048828	217.5699996948	168.7257454462	389.2515423115	602.4418058963	845.2217074695	598.9590316691
LOC503035	2108.2115867323	250.4699935913	1338.89503479	238.7986304586	867.9363265074	3530.6740232577	2267.1912804323	1972.3615191341
null	254.4180406	207.6300048828	278.3350067139	294.7339483703	329.4886243725	313.0619819547	413.4377042797	325.5621852836
null	236.4475127731	231.2149963379	193.7750015259	399.7051828214	302.0993788046	214.6440367782	285.8784943222	254.9278347263
Rem1	237.3642741469	159.7600021362	269.5900039673	265.4475727974	214.68021481	359.5589788567	391.4336207642	296.5979024247
LOC497954	3123.6278118234	700.0049743652	1103.3549804688	333.4734937964	3092.2758932733	1087.9858767417	1932.753246523	1803.0189605408
Zfp53_predicted	350.9016401317	497.3399963379	466.6400146484	282.980757643	388.1721644951	391.8571790052	403.8144412338	358.3418040912
null	1754.4190008036	1322.2049560547	914.8800048828	2771.3120391431	1843.7514936303	1531.6078368143	1841.17002501	1728.0725689972
Tceb2	62693.997385919	90262.609375	72548.58203125	125081.983749688	23621.1493809045	51819.9610619109	75384.2989414543	70886.1729071806
